In,Out,Weight
4554544,5992977,1
4554544,706532,1
3185056,1144035,1
1742609,2149718,1
1742609,5992977,1
1032531,1723545,1
6002697,4878850,1
6002697,1000145,1
6002697,5952868,1
6002697,1723545,1
6002608,3540711,1
5903926,4928797,1
5903926,5894625,1
2407394,1144035,1
4828863,1501794,1
5980704,1144035,1
1851402,3759779,1
5722537,1501794,1
5530034,13508,1
2709737,2153834,1
838050,838050,1
838050,1723545,1
1142656,14955,1
1142656,1142656,1
6002042,1120793,1
3772478,3772478,1
1445985,2149718,1
4258357,3706016,1
4258357,2149718,1
4258357,5677379,1
5808615,1236858,1
5808615,5875839,1
5808615,4349309,1
5808615,5894625,1
3073965,2253302,1
3959324,1105417,1
3959324,5992977,1
5275184,1739852,1
5275184,2066861,1
5275184,2783759,1
4096463,3239113,1
2593097,1203811,1
1179459,5992977,1
2469528,1642917,1
4704548,1120793,1
4649354,5993087,1
1147073,2682748,1
1147073,1714187,1
4790895,2149718,1
6000219,5927839,1
5966772,3636601,1
4790895,4790895,1
4414361,2978840,1
4414361,2357059,1
3466933,185647,1
3466933,3650990,1
3466933,2978840,1
3466933,5717907,1
3466933,3611519,1
2798844,5389997,1
4264332,2375159,1
4126180,2149718,1
4126180,2153834,1
4126180,5395988,1
4126180,1529673,1
1045704,3536236,1
5073958,3205932,1
5073958,107744,1
1041673,54680,1
3204172,1130801,1
3204172,1820793,1
3204172,5328035,1
3204172,3044307,1
3204172,4349309,1
5934835,1501794,1
5789534,2149718,1
3313563,3313563,1
1476988,744307,1
448639,2606013,1
6003270,5999652,1
5382576,5382576,1
4421897,5999686,1
4421897,2801559,1
4421897,5875416,2
1453475,3556874,1
1453475,2030321,1
209107,791657,1
683898,5691999,1
404981,3021746,1
404981,404981,1
5375136,1180054,1
5916150,451969,1
5916150,5971604,1
5916150,2509472,1
5916150,5814792,1
5916150,4716932,1
1272419,5042683,1
5891297,921972,1
5891297,3274408,1
5884336,2802040,1
5884336,2442099,1
5884336,2813224,1
5884336,5884336,1
3018152,3255845,1
4529679,502334,1
1272419,3738061,1
6002877,5170952,1
4647073,1754995,1
4647073,2619950,1
4647073,5515525,1
4647073,5984537,1
4647073,5885613,1
4772762,2192324,1
1896653,2996538,1
3133273,2189127,1
5082168,2736391,1
689152,2852415,1
915204,5984537,1
6002877,1587045,1
5406885,2800222,1
5406885,373177,1
5420550,5035890,1
6002558,4262006,1
107763,2042216,1
5704087,5934879,1
5704087,5999686,1
5704087,199700,1
2054731,2054731,1
2054731,4349516,1
1295378,2827823,1
1043342,5682485,1
5891187,4004172,1
1155876,2471423,1
1155876,5173936,1
1155876,3420271,1
1155876,106224,1
2700900,310726,1
2700900,4620771,1
5444746,4334348,1
2189071,363341,1
978280,1213296,1
2885882,1317805,1
6001716,5999686,1
792580,476,1
3070312,5375118,1
2189071,3790895,1
2189071,1346234,1
2189071,1583666,1
768894,768894,1
3939308,2526525,1
3939308,4012106,1
1443324,5816939,1
1443324,5993087,1
5680617,4012106,1
5536767,5373509,1
6000997,2893376,1
6000997,5927839,1
6000997,185647,1
5492502,939860,1
135982,330325,1
4539195,5459839,1
4539195,78522,1
940246,18747,1
940246,1770734,1
940246,6006681,1
3257984,1120793,1
4953661,521799,1
4953661,4349309,1
5761401,1806838,1
5761401,5761401,1
5995750,3498113,1
5401992,5696608,1
5401992,1073631,1
5401992,6007633,1
3312892,2430434,1
3312892,19937,1
3865846,5165451,1
3720760,5459839,1
3720760,692942,1
1550159,6004211,1
4432463,4432463,1
462469,1144035,1
4581457,4175628,1
4581457,5283058,1
4581457,5696608,1
4131237,4595472,1
4131237,4131237,1
5188847,5188847,1
5756488,5100564,1
2380017,766466,1
6004031,5070879,1
6004031,6004031,1
5871859,20471,1
5871859,9034,1
5871859,5696608,1
5871859,5871859,1
5321770,2149718,1
5321770,1144035,1
5321770,4054314,1
6004794,1369203,1
6004794,5696608,1
6004794,3349551,1
5999935,1592463,1
5403348,5696608,1
4667180,2415119,1
4667180,266304,1
1958544,1144035,1
782152,1144035,1
4089514,568209,1
3924118,2415119,1
4607841,1144035,1
1390993,108205,1
1390993,5030088,1
3216034,4733169,1
2436292,2436292,1
4607841,3205932,1
4607841,6005114,1
4607841,894977,1
5274982,4248395,1
5274982,1144035,1
5274982,1509264,1
5274982,1240367,1
5715610,3709402,1
5715610,269123,1
3178973,15862,1
3178973,3470178,1
5359549,3304426,1
5977422,1369203,1
2572423,2527905,1
1468031,1016435,1
1468031,1144035,1
4538320,4733169,1
6001515,3470178,1
6001515,2149718,1
2555356,2149718,1
2555356,1144035,1
3320865,115159,1
1837575,4733169,1
1837575,519216,1
1837575,7491,1
848578,122087,1
6003380,3665707,1
5380764,5980839,1
1712514,4307045,1
1712514,2085217,1
5224226,2199,1
5224226,1073631,1
5224226,1130801,1
2891803,3470178,1
2891803,2610061,1
2891803,3349551,1
3997163,266304,1
4705426,3470178,1
4705426,2540432,1
4705426,1819153,1
5016068,1073631,1
1088726,1088726,1
2212283,2085217,1
2212283,2682748,1
2212283,243373,1
5148882,3349551,1
3113377,5924112,1
5861931,5993558,1
5861931,943978,1
33082,5690722,1
1360087,4640209,1
6003462,3349551,1
5533112,478237,1
3301006,4667815,1
937440,2858650,1
3847262,601855,1
3847262,3847262,1
6002571,5646681,1
5999935,5992977,1
5992977,5980839,1
2674303,1204392,1
2674303,2893376,1
2674303,1322268,1
6002889,2149718,1
6002889,5992977,1
6002889,2270762,1
1761307,2149718,1
5036500,2160843,1
5036500,601855,1
6002996,1144035,1
5995486,3094533,1
5821224,483408,1
5821224,832991,1
2294329,2149718,1
2294329,2978840,1
5692026,1509264,1
6003207,3094533,1
5816925,1144035,1
5816925,4514924,1
6002155,5214931,1
6002155,2270762,1
6002155,5221944,1
5936169,4853462,1
5595474,5089204,1
6002230,1144035,1
6002230,3205932,1
1822836,1770868,1
1822836,266304,1
1822836,4361057,1
3048901,3027266,1
3048901,3989608,1
3048901,4361057,1
4845231,2567646,1
4845231,1144035,1
2660765,4456072,1
2660765,2294978,1
2660765,2975396,1
3279907,3279907,1
5840932,5809511,1
3732556,5894625,1
3732556,3427793,1
712506,4853462,1
4607841,6002108,1
5193214,1384969,1
5193214,5629187,1
5842378,6002197,1
5842378,5992977,1
6001785,3706016,1
2681855,2572928,1
2681855,5887596,1
5419821,1509264,1
5419821,266304,1
5036500,2270762,1
2796267,5921826,1
2796267,5996487,2
2796267,4096794,1
1864185,1006854,1
1864185,1509264,1
1864185,266304,1
1458985,5993087,1
4682909,65464,1
4682909,5070879,1
6000612,4338425,1
6000612,5894625,1
3330523,4116017,1
3330523,943978,1
6000609,3309109,1
2131325,5678086,1
2131325,5894625,1
3007228,4902632,1
5139967,185647,1
5139967,1346503,1
2417983,2958272,1
859082,1130801,1
6000888,2149718,1
5482039,3309109,1
6000266,3415269,1
6000266,3989608,1
5587809,1144035,1
3499895,515756,1
2116100,2116100,1
2116100,4116701,1
2116100,2486325,1
1609428,3961156,1
1028131,3773478,1
1028131,5894625,1
3681942,1144035,1
3681942,939860,1
144873,144873,1
1585397,536196,1
569711,1395758,1
569711,569711,1
5858474,1179077,1
5858474,5858474,1
1783706,1071632,1
4266341,42346,1
4266341,3773478,1
4266341,1389301,1
4266341,5328035,1
1348592,1348592,1
783768,5475003,1
783768,1691227,1
5884132,3709402,1
5884132,5884132,1
5572285,5572285,1
1991790,2493902,1
1991790,361684,1
5817532,3813116,1
3147269,2980510,1
5945996,476597,1
5945996,5907817,1
5945996,3559349,1
1473856,1473856,1
5553002,1197518,1
4370549,2052085,1
4658335,5368671,1
4658335,1529657,1
5920929,371933,1
5920929,5920929,1
1250264,5935618,1
5905015,1814420,1
1250264,371933,1
1250264,3869445,1
1542982,1542982,1
5173222,2561045,1
1390930,5935618,1
3767408,2517436,1
5963777,284240,1
935731,6002865,1
935731,935731,1
935731,5521596,1
1901124,1365053,1
5945996,5945996,1
5945996,5989401,1
1324601,11182,1
2655975,224132,2
5662596,270280,1
331174,331174,1
5349823,5757833,1
5349823,5989401,1
2267188,2994596,1
5985774,1561062,1
5985774,5649326,1
5937495,4593267,1
5937495,6022656,1
5597017,5735775,1
5597017,3306465,1
5597017,357403,2
5597017,4606734,1
5597017,2877241,1
6002300,869290,1
6003735,4593267,1
3558819,4593267,1
5980923,5129715,1
6004772,173397,1
6004772,4593267,1
5390131,694576,1
5390131,3342206,1
2780303,5798435,1
2780303,2407394,1
2780303,971127,1
2780303,4332828,1
4700818,5230735,1
4700818,4700818,1
4259208,1362568,1
4672473,5916150,1
4672473,1161878,1
6002201,4340578,1
6002201,584518,1
6002201,1475978,1
5619103,1221236,1
5619103,3150802,1
4830789,1022889,1
4830789,4253229,1
4830789,2410359,1
5419783,3205932,1
5419783,5520680,1
5419783,719263,1
1833619,555045,1
1833619,1015327,1
1833619,2864275,1
1833619,224132,1
5477862,3899431,1
1094999,5239503,1
5393174,25324,1
5393174,3100312,1
5393174,1687119,1
5393174,3899431,1
5462551,3963067,1
5462551,1683793,1
5462551,3545273,1
5885864,14660,1
5885864,5885864,1
1572217,417501,1
1572217,15168,1
5848911,5916150,1
5848911,14660,1
5848911,2410359,1
5517861,1687119,1
5517861,2116168,1
4724262,4593267,1
4724262,1116364,1
211528,12711,1
6005010,721269,1
6005010,4593267,1
6005010,2999921,1
6005010,4838189,1
6005010,2407394,1
6004373,1928852,1
6004373,15168,1
5574356,104200,1
4986615,749284,1
4986615,364696,1
4986615,13422,1
4986615,450185,1
6004164,4593267,2
4986615,4913809,1
4986615,2877241,1
5932282,1566221,1
2601592,1250772,1
2601592,2410359,1
2601592,162698,1
2601592,134554,1
5880412,2666,1
2737436,4975822,1
2737436,1505939,1
3483203,2516916,1
6004341,4593267,1
6000544,5620762,1
6000544,1116364,1
3211949,14660,1
3211949,4733169,1
4410922,1212725,1
582782,4272464,1
6004318,5885662,1
6004164,5230735,1
975271,1813336,1
4607781,68587,1
4607781,5055063,1
4607781,1115433,1
4041114,719263,1
4041114,2455888,1
4041114,2877241,1
4041114,5735775,1
2729876,335858,1
5555969,5650453,1
3009827,4082723,1
2659892,321866,1
4239526,1717300,1
4239526,15168,1
5865787,3629249,1
5674111,572670,1
2410359,5294619,1
2410359,4593267,1
2410359,5389107,1
5922192,819046,1
5922192,53089,1
6003161,5650453,1
1560774,5636775,1
1560774,107090,1
3486475,1382251,1
3486475,4062354,1
3486475,2235885,1
5921140,586873,1
2149414,440558,1
6002878,4062354,1
6002878,60281,1
6002878,4265352,1
6002878,2877241,1
6002878,2410359,1
3057880,584518,1
2309275,3049655,1
6002254,5986090,1
4314127,4470838,1
4314127,3444309,1
6001789,3049655,1
2188396,5662780,1
2188396,4706785,1
4679727,3423234,1
4679727,1030018,1
4679727,5264388,1
2659892,5017179,1
2659892,2877241,1
6001160,105104,1
6001160,5819794,1
6000885,60281,1
6000885,5079428,2
6001650,5735775,1
6002088,2978901,1
6001176,3375670,1
6001176,1606345,1
4955187,105104,1
4864793,2838941,1
5939530,3423234,1
6000885,939410,1
6000885,149341,1
6000885,4498329,1
1002965,2380830,1
1002965,47461,1
1846065,524368,1
2589792,1501794,1
3889688,4581664,1
3889688,5399734,1
3889688,5811975,1
3889688,694576,1
6000325,105104,1
5916457,694576,1
5916457,45685,1
5624601,694576,1
1294707,1806780,1
6000160,3235278,1
6000160,224935,1
5701636,4975822,1
5123604,1545952,1
2433003,341750,1
3967414,384309,1
3967414,3967414,1
3429996,3429996,1
615809,1381709,1
811519,603977,1
811519,568283,1
733876,5671590,1
615809,1689609,1
6002580,4726410,1
5733869,3937,1
6002428,3985335,1
6002428,559451,1
4451357,5907783,1
203130,3123370,1
203130,663660,1
203130,1866752,1
203130,203130,1
4407083,4407083,1
5783420,4524789,1
5783420,37019,1
4796700,448934,1
4796700,481229,1
3593826,3593826,1
3085646,5960393,1
3085646,5595614,1
4032857,115159,1
5967622,115159,1
5967622,2900304,1
2482038,336392,1
5807685,5807685,1
5695646,1359650,1
6003939,3123370,1
5930376,2951759,1
5930376,361418,1
3637903,3637903,1
5406420,3123370,1
5406420,2534479,1
1420684,3255845,1
1420684,2418848,1
1420684,3129584,1
1420684,2534479,1
4659576,2534479,1
3811056,2534479,1
2490003,2803062,1
2490003,2534479,1
1087943,152786,1
5129131,1378252,1
5129131,2534479,1
2924617,4625365,1
2490003,4524789,1
2490003,17410,1
170527,170527,1
456735,2535298,1
456735,456735,1
5682036,4210192,1
4399317,3251036,1
4399317,115159,1
930181,152786,1
5636380,10762,1
4199403,4524789,1
4199403,2402092,1
4199403,115159,1
3007294,4524789,1
3007294,282091,1
3007294,1614607,1
5257855,1373197,1
4949194,4524789,1
2137161,1789479,1
2137161,1241115,1
2205768,3123370,1
1838300,115159,1
5632876,1373197,1
5632876,4524789,1
5510336,1373197,1
6003640,545564,1
922016,1789479,1
2019109,2019109,1
2019109,123527,1
2731253,1074361,1
2418828,2035262,1
2418828,1074361,1
2418828,2611078,1
5887199,1438462,1
5968007,2336231,1
5968007,1747662,1
2431728,123094,1
5163149,194084,1
3251199,2951759,1
3251199,1373197,1
221381,3753556,1
5857107,1801379,1
2012677,1789479,1
1870612,2951759,1
1336582,347698,1
1336582,1336582,1
3257186,3437900,1
3034720,3753556,1
795374,4916652,1
795374,2041835,1
3980673,3123370,1
3980673,3700798,1
3234020,3753556,1
3655298,3753556,1
394241,294311,1
5780189,5215927,1
1016958,1762987,1
5050351,385532,1
281328,2166409,1
1838300,1601772,1
1838300,3315785,1
1838300,4175647,1
5418827,4102509,1
6001571,3753556,1
2851669,4102509,1
2851669,385532,1
5655881,1416723,1
5655881,3849241,1
3418135,4850235,1
3418135,2071800,1
3418135,1942262,1
3418135,1528703,1
4044009,4044009,1
4044009,1242778,1
5239247,3686898,1
5961789,1942262,1
5961789,2900304,1
4959480,991903,1
4652341,2071800,1
4652341,2534479,1
4652341,4652341,1
2851669,4906941,1
2851669,1942262,1
2851669,1954881,1
1835752,38765,1
6001769,6121074,1
3234020,2872978,1
6000814,2534479,1
233164,233164,1
203499,5924112,1
4203157,4146185,1
1850923,11182,1
2683759,5914627,1
2683759,2683759,1
6004599,1364007,1
5166249,2988,1
5166249,5960393,1
842361,4423831,1
3918907,284240,1
3918907,5897829,1
4714633,1959732,1
4714633,2202133,1
613960,1144035,1
613960,1327235,1
613960,2185825,1
5478114,1106339,1
743568,2350426,1
6004454,5170116,1
6004454,1070452,1
5738533,4148782,1
5738533,205185,1
5738533,5044042,1
5406885,5267669,1
5406885,4693496,1
5406885,5939058,1
1150683,82262,1
5959824,3481891,1
2926394,501557,1
1468908,6004566,1
1468908,3790927,1
1468908,4854965,1
106616,5444625,1
106616,5883470,1
106616,1412132,1
5542878,5530155,1
2571243,2040491,1
2829078,4025652,1
2829078,4039065,1
2829078,5461205,1
6003117,1063392,1
5586791,1672804,1
5586791,5815955,1
4904581,3293881,1
4904581,839957,1
4445448,1331451,1
3584365,176071,1
3043387,446822,1
3134069,660675,1
4991622,5044042,1
5950292,5931145,1
4572021,4969969,1
2082138,3205932,1
2778405,4646304,1
5994845,1163867,1
4324528,2256008,1
3346638,3773478,1
3346638,3226143,1
1075289,5548240,1
4687007,268864,1
4687007,5634556,1
4687007,1770246,1
5982232,4573247,1
5953607,5127478,1
5953607,5535245,1
3021358,2454790,1
316847,316847,1
3378606,1378447,1
6002303,2852415,1
6002303,5903325,1
5803925,5803925,1
5803925,5978321,1
5751601,4131481,1
5751601,5824483,1
5751601,6000995,1
5751601,519849,1
2535406,2198331,1
2409886,217408,1
2409886,2409886,1
5406885,2319839,1
4286033,6001295,1
4286033,4759033,1
5929599,2502933,1
708683,128662,1
5518734,1346023,1
5982241,4935221,1
5518666,4299313,1
5364758,4180674,1
5364758,5364758,1
5597142,5883470,1
627308,217408,1
627308,627308,1
755666,5892036,1
3301282,1126168,1
5861745,4555367,1
5861745,3963338,1
5213573,5213573,1
5675023,4056188,1
5675023,5675023,1
5555137,2502933,1
5854440,5854440,1
2402107,4921471,1
2402107,5535245,1
2402107,2402107,1
1682148,1873365,1
3186914,3186914,1
1216931,1450342,1
1217791,5989026,1
63814,535878,1
2189855,5860845,1
5861745,2538207,1
5861745,5117843,1
1422604,4854046,1
1422604,4759033,1
5602258,4911842,1
5602258,5127478,1
4980088,3659361,1
4980088,4980088,1
4717302,1497533,1
3055891,3055891,1
2657874,85785,1
463878,3771976,1
5691719,3170514,1
6002510,5444625,1
572799,5989439,1
3829417,1518802,1
766264,5734480,1
259701,5230250,1
259701,1205871,1
259701,1121919,1
2255594,3573470,1
5721688,3000758,1
5721688,5721688,1
6002208,3877393,1
6002208,3396030,1
522382,522382,1
3770000,5963607,1
3760661,5444625,1
3715245,5444625,1
1945486,5444625,1
4184670,3731501,1
5919520,310726,1
2743933,2451119,1
6002746,1873365,1
3811693,1442508,1
3811693,5997360,1
5822717,2166409,1
4014614,1606054,1
4014614,2922637,1
5387929,3963338,1
5387929,107660,1
5387929,3350104,1
1393352,1979465,1
1393352,3577258,1
2255594,949476,1
2255594,5999056,1
2255594,3577258,1
2255594,6002200,1
909290,2137417,1
2244072,841804,1
4345344,1679310,1
5939058,3396030,1
5939058,5014579,1
3226932,298895,1
3226932,1755598,1
2595847,2137417,1
4638061,3877393,1
5007628,5007628,1
4345344,5575602,1
4345344,2418066,1
2662910,5222444,1
2173853,5535245,1
5430503,4405757,1
5430503,3385180,1
1031184,3125880,1
2973406,5575602,1
1426157,2135471,1
4510146,2417031,1
4859544,4859544,1
4859544,5718610,2
5992071,2243233,1
5992071,5127478,1
1593590,1450342,1
1952287,1347737,1
300188,2893894,1
4523760,551641,1
5324329,1873365,1
117543,117543,1
1945892,1945892,1
161922,161922,1
996709,285374,1
1838509,1838509,1
1838509,3627607,1
5768043,5627539,1
1785435,1785435,1
2005596,1873365,1
4143556,1058232,1
4143556,5044042,1
4143556,341994,1
5791460,3608192,1
987843,2618971,1
1354508,227884,1
2228081,5016997,1
1025635,124563,1
5758753,4755863,1
3426145,3753556,1
3426145,4537473,1
3929393,185647,1
3929393,601855,1
3929393,4361057,1
3929393,5812981,1
848513,300836,1
5601492,5795052,1
5601492,5601492,1
35175,185647,1
35175,4054314,1
35175,3926504,1
12597,12597,1
2228270,2227743,1
5932559,4755863,1
5932559,3813116,1
5998223,5921826,1
5998223,3470178,1
5998223,5998223,1
5514388,1991504,1
5274008,5178260,1
2910646,5992977,1
2910646,1258492,1
5012952,3591870,1
5012952,5012952,2
3062459,3470178,1
3062459,696808,1
2525015,1017065,1
2296089,3298354,1
6003109,2149718,1
6003109,2857508,1
3946482,483408,1
566745,4299237,1
369726,12772,1
5903614,4755863,1
5903614,3470178,1
3889954,2149718,1
2878101,181965,1
5679657,3527297,1
5679657,3046872,1
4437588,3349551,1
4437588,1016435,1
4682675,483408,1
2174085,283895,1
5566967,5566967,1
6002237,5453613,1
5148245,3813116,1
5992980,13302,1
5842406,20382,1
5842406,1501794,1
5439365,806969,1
2072478,483408,1
2504453,2471463,1
2504453,1048425,1
2504453,5268539,1
2504453,2682748,1
1422604,5089204,1
6001786,6001786,1
6001786,4514924,1
3906993,4640209,1
6001580,203262,1
1647390,203262,1
1647390,5992977,1
5990308,3416072,1
5990308,2131576,1
5990308,4349309,1
4735777,5921826,1
2694629,3183588,1
4504501,3516476,1
336920,1008891,1
1887028,3411119,1
5995643,483408,1
5999694,5999694,1
5999694,29680,1
4896290,6004650,1
4896290,4423225,1
5980207,5980207,1
5979379,123527,1
5979379,314166,1
5979379,5101493,1
5398454,219883,1
5398454,128421,1
2152623,444646,1
5543374,1849664,1
2551042,87189,1
2551042,2534479,1
3055831,3608932,1
1821450,633183,1
4834392,2035262,1
312471,312471,1
4173629,238886,1
5997928,5059265,1
5997928,157328,1
3581788,2483313,1
3734125,2483313,1
1647948,1868790,1
3068360,2483313,1
3068360,5101493,1
3068360,5766404,1
5691001,1373197,1
1934428,1801379,1
1934428,477037,1
3251199,706578,1
5083617,1390374,1
4997164,4272464,1
5782278,908515,1
6003378,2271756,1
6003378,6003378,1
3947332,1873365,1
5961236,5961236,1
3679593,4717828,1
6003121,5942298,1
3504466,1855677,1
5585238,3732271,1
2381279,4985176,1
2381279,1901527,1
3491003,5874001,1
905101,3436535,1
4702829,5018792,1
4958076,4958076,1
2646974,1552388,1
5342029,5342029,1
3457417,1655567,1
5683118,5683118,1
1280548,2124725,1
5928442,5928442,1
6004154,2372064,1
2246905,640595,1
4534389,4534389,1
3234994,3034614,1
3975144,3975144,1
3637943,4420776,1
3637943,3637943,1
1888082,1888082,1
4492738,4492738,1
5396681,2069841,1
921618,4655182,1
2354889,5986753,1
2354889,241643,1
2354889,143305,1
5526328,489704,1
5526328,1977053,1
5445177,4564247,1
5445177,3732271,1
5445177,516548,1
2299015,1855677,1
2299015,3732271,1
6004136,1756702,1
5919561,3536872,1
5919561,4272464,1
5919561,5910883,1
5919561,3231638,1
5744967,3137931,1
5675607,1855677,1
1614492,2094622,1
1614492,471372,1
6004662,4303162,1
4458718,5448156,1
34935,496803,1
3222006,5977215,1
3576984,2572423,1
3576984,4303162,1
3576984,3521006,1
3576984,1756702,1
3691003,1030110,1
4743816,5879902,1
4743816,3436535,1
4734749,4288660,1
6001407,322912,1
5128383,5055978,1
3998377,2011779,1
3998377,983191,1
3330277,5557105,1
3330277,3750508,1
5573782,241643,1
5736091,3001626,1
4220287,1855677,1
4220287,496803,1
6004501,2372064,1
479517,4288660,1
1253469,516548,1
4077099,1566267,1
4077099,241643,1
5351275,4655182,1
5351275,419994,1
3788557,433829,1
3586734,2789863,1
5968989,3001626,1
2051137,4303162,1
4422095,1320535,1
1925064,4303162,1
5162476,4964651,1
4851939,3015734,1
4851939,1856922,1
4775103,190277,1
4899055,4303162,1
4899055,5962832,1
6003720,4655182,1
2296838,1552837,1
3628608,4303162,1
1515080,4303162,1
2631089,3832970,1
2631089,3241027,1
5837527,1855677,1
3419990,1655567,1
6002816,5792244,1
4550681,3301344,1
4550681,4420776,1
4662267,1519199,1
3570187,4930890,1
3570187,2540309,1
5919561,1191259,1
3047092,241643,1
3812455,3301344,1
5351275,4420776,1
5351275,3732271,1
1163770,5038107,1
1163770,1163770,1
2270789,3732271,1
4174407,3987294,1
4174407,1191259,1
4765705,4765705,1
2396037,4420776,1
983191,983191,1
2120870,3521006,1
2120870,1543520,1
2742140,3732271,1
921618,2378649,1
5314416,2706569,1
4581200,430909,1
5723885,560791,1
5942298,4341440,1
5338586,5986753,1
5338586,4303162,1
5338586,4655182,1
3664020,3521006,1
3732441,4770166,1
3732441,4137985,1
4702829,5836932,1
3459094,316644,1
4745756,3241027,1
4312169,4312169,1
5301315,3436535,1
6002690,4420776,1
6002690,190277,1
6002133,4770166,1
5215697,5889741,1
5772936,1327739,1
4662189,4512454,1
4662189,3231638,1
5823241,3498910,1
5938896,711269,1
4888081,3732271,1
4385889,3732271,1
4937870,3732271,1
3932244,5268656,1
4047320,3093387,1
5762576,5635580,1
5762576,3962914,1
5762576,680068,1
5762576,3732271,1
1205581,4927616,1
1205581,3732271,1
3462751,5448156,1
5931689,3732271,1
1911047,4770166,1
684979,4564247,1
684979,496803,1
684979,3732271,1
5998592,5998592,1
4480681,2253302,1
5881474,1630171,1
5420677,3943160,1
4243293,252228,1
4243293,5929054,1
4888655,4888655,1
3411494,3215527,1
3411494,6002277,1
5620512,868904,1
5481581,317052,1
4914655,4914655,1
3671650,1702943,1
5263634,5477321,2
2323358,1123597,1
3627887,241643,1
1735914,18771,1
1735914,290085,1
1161357,306030,1
1161357,290085,1
1161357,415448,1
1815472,252228,1
6003844,3016153,1
6001927,266304,1
6001927,4116701,1
310291,290085,1
5999135,2225281,1
5864609,28828,2
1275059,548225,1
6001396,3254536,1
2816085,2998271,1
2038271,3482533,1
5415941,391161,1
5415941,298607,1
5415941,5415941,1
759615,4043593,1
5442073,1022260,1
5442073,4473327,1
3788767,5690396,1
3788767,1231450,1
3788767,557597,1
225231,3832970,1
225231,557597,1
1366368,1630171,1
752234,594235,1
752234,2352507,1
5886712,5972774,1
5886712,2897748,2
6004664,2801237,1
1183150,3057983,1
1183150,917090,1
3775079,3832970,1
540665,1435869,1
540665,7552,1
540665,997358,1
5975804,5869736,1
5975804,519360,1
6005007,3832970,1
6003534,1745001,1
6003534,725418,1
6002704,3636261,1
6002704,5214807,1
6002704,5972774,1
6002704,2279745,1
6002704,4920725,1
6004710,3832970,1
6004710,5627539,1
4208169,2705585,1
6001741,4886432,1
1007727,2753241,1
1850567,2279745,1
1850567,4261215,1
5762377,3905079,1
3766079,308668,1
3766079,1492584,2
3766079,127508,1
3766079,5400548,1
3766079,351825,1
5886712,4261215,1
5886712,2279745,1
6000978,5967915,1
6000978,256196,1
6000978,6003750,1
5423644,5423644,1
6001190,3297613,1
2155231,5916150,1
2155231,4653379,1
2155231,82262,1
3295415,3334569,1
5996182,1091784,1
509205,2088135,1
509205,997358,1
509205,1435869,1
509205,5077357,1
242189,242189,1
5700808,5700808,1
5700808,3489429,1
5902121,266304,1
455972,455972,1
116834,207421,1
5916424,5649859,1
2905284,997358,1
2905284,45375,1
5977269,419116,1
5103110,6006319,1
6005138,5864821,1
3789257,3789257,1
6003512,2011957,1
974272,2494803,1
5532310,487064,1
5443023,5443023,1
2070246,5379657,1
3577357,477563,1
3577357,632407,1
3170251,3038574,1
4775407,4611984,1
4775407,1126841,1
4264110,2473837,1
4264110,4593527,1
5747529,253056,1
1163667,1163667,1
4015137,6001856,1
4015137,4015137,1
3001056,4198099,1
3001056,4415502,1
2017550,31667,1
2017550,2017550,1
2121977,3215527,1
4829317,481852,1
4829317,5992036,1
1881379,1205871,1
4579351,4579351,1
5661561,1843619,1
3928580,5948339,1
1021306,1243206,1
5349543,1907520,1
4245100,9922,1
4655241,1205871,1
4655241,6001295,1
4655241,441757,1
4655241,4655241,1
3282568,954442,1
3282568,3282568,1
5846953,5994114,1
332544,332544,1
384803,266795,1
384803,454533,1
5978155,5999005,1
2453687,3948917,1
2453687,2453687,1
3226932,1254263,1
123671,2972036,1
4298211,4582293,1
4298211,4298211,1
836048,4897983,1
836048,836048,1
3897392,3897392,1
2962990,2128168,1
2081362,3875230,1
1348596,1348596,1
3201103,5817001,1
5379866,4346603,1
160527,1413538,1
160527,2599861,1
4495663,4495663,1
6004489,1205871,1
5664434,3005251,1
5347664,3005251,1
4453152,395174,1
4772483,4772483,1
829771,553899,1
4499252,774078,1
4499252,1296707,1
4227226,1146562,1
4399963,741871,1
1547174,401096,1
6000786,9922,1
1508859,2622292,1
4863783,2356315,1
1547174,3838597,1
3706676,3930193,1
747024,5388620,1
6000936,2854908,1
5851165,1259510,1
6000936,3507137,1
6000936,1229624,1
2576485,2576485,1
1689894,1689894,1
1394953,3284355,1
5821096,4106049,1
5044692,3011380,1
1564141,2396264,1
1564141,3011380,1
4927437,3005251,1
5545195,5545195,1
829771,1205871,1
363142,3005251,1
3527277,5973360,1
2089768,816620,1
1980479,3210475,1
1980479,2100197,1
1980479,2223579,1
1483954,3011380,1
1483954,146656,1
4975126,93252,1
4941988,6000110,1
4941988,4517228,1
3524943,862895,1
6003904,706260,1
1283657,1283657,1
1283657,3553279,1
4936905,104349,1
6003584,1762988,1
5914749,3945375,1
5914749,1762988,1
928098,3122083,1
3083863,503099,1
859485,1892473,2
859485,1944061,1
6002669,1813923,1
4238854,2740177,1
330337,330337,1
4983367,723050,1
5252395,4148782,1
5252395,1776239,1
5252395,5252395,1
859485,859485,1
4011529,2141972,1
492701,41942,1
492701,1177147,1
5989088,1618054,1
6002393,6002393,1
3288649,3288649,1
3448011,2819451,1
875130,3736442,1
875130,875130,1
3412510,3667257,1
981831,2530848,1
6001376,6001376,1
2752529,6006072,1
1624552,1624552,1
5260677,5260677,1
5930766,5804198,1
