In,Out,Weight
2452680,4675269,1
2035490,4528831,1
5200773,580709,1
5200773,4680523,1
1762404,2374810,1
5256705,5999346,1
5256705,5256705,1
2264941,2264941,1
6001509,6001509,1
904034,413180,1
904034,784519,1
3675424,3675424,1
1934593,1934593,1
5807008,4680523,1
1331782,3479860,1
603902,603902,1
3154558,695616,1
3154558,165657,1
3154558,1709217,1
3162975,4770218,1
3361326,733032,1
5560558,1231450,1
5560558,5560558,1
341407,1361802,1
341407,341407,1
736247,736247,1
1547257,5990024,2
1038815,892493,1
470749,470749,1
1838319,1838319,1
1838319,3297297,1
633440,633440,1
633440,407418,1
6002017,6002017,1
4599824,757201,1
3802177,5963607,1
3802177,3802177,1
6003035,2273711,1
5123689,494643,1
628700,528654,1
6002778,1616003,1
5552502,2797243,1
6005124,3759779,1
5999355,2377164,1
5999355,2253302,1
26130,548225,1
26130,5630,1
1191044,1191044,1
3987354,4388689,1
5569507,5943799,1
5917094,6008942,1
5917094,5917094,1
5000762,706532,1
5000762,5459839,1
4992124,4497805,1
4992124,3963338,1
4992124,2931316,1
4482145,5970334,1
4482145,1810810,1
6003350,5903395,2
5822417,1967119,1
5822417,5995829,1
5778497,5778497,1
1332040,2773792,1
2656341,2909905,1
6001592,2067753,1
5147785,5713935,1
5147785,4985241,1
1611242,892493,1
1611242,1611242,1
1166285,167302,1
1166285,1166285,1
1166285,5884292,1
5758567,3446440,1
4692668,2741273,1
5876330,3799004,1
5311612,1120793,1
5311612,223668,1
5499756,1444609,1
5499756,2549952,1
1441213,4470895,1
1441213,4982088,1
1441213,1766831,1
5660316,3202287,1
5660316,5389997,1
1396993,5396861,1
1396993,5757758,1
1396993,6019768,1
1396993,2652241,1
5417189,5913982,1
1064063,3160747,1
6002007,6002007,1
126978,2951316,1
126978,2344007,1
5999192,3778613,1
5999192,5445296,1
987051,5982937,1
987051,1618438,1
3431038,3431038,1
3078045,4694817,1
4173677,2377164,1
4173677,118068,1
4173677,4698242,1
290781,4678308,1
5943045,5943045,1
5794148,1809433,1
6004265,6004265,1
854955,330987,1
5181305,2844319,1
5181305,4982088,1
5181305,1263868,1
2539040,870729,1
1459287,1371433,1
1459287,3832970,1
5918913,4175628,1
5918913,2337847,1
5918913,6004366,1
5050263,3553279,1
5050263,5050263,1
4156250,505722,1
6003140,3046730,1
1514605,1696731,1
5851768,3436643,1
1740487,338473,1
4460339,3436643,1
6003818,1553888,1
6003818,5651384,1
3053085,3014041,1
3737255,122005,1
5775478,4982088,1
5775478,5775478,1
6004261,6004261,1
5952619,3698766,1
5952619,5952619,1
1216445,1058232,1
1216445,1415724,1
5897602,5972774,1
848968,2612651,1
848968,2224584,1
848968,413180,1
3046730,3046730,1
6000758,4675165,1
6003933,4989668,1
5986145,5986145,1
5939583,2557953,1
5939583,5939583,1
691505,691505,1
1258004,5794347,1
5507185,3526721,1
5507185,5507185,1
1349068,1349068,1
5188344,4813148,1
308745,4557987,1
5917094,4989668,1
1503018,3554065,1
5247236,5272261,1
4758573,2088882,1
4758573,4989668,1
3804171,3804171,1
1758547,3101532,1
1758547,1758547,1
251311,251311,1
5932388,4066269,1
5932388,3951051,1
6004721,2433843,1
6000758,5389997,1
6000758,5138222,1
5240559,2864275,1
5240559,5993558,1
3424025,5993558,1
2452680,2452680,1
2452680,916415,1
718990,5820685,1
6002163,1902010,1
5827615,1058232,1
5827615,4982088,1
5954872,1172798,1
4529104,2951316,1
3402731,2709301,1
4662678,2253302,1
5947307,5947307,1
2257418,3358181,1
5698052,1843389,1
6000102,6000102,1
793476,793476,1
6005074,5208981,1
6004844,557846,1
5413974,149341,1
5997461,1585957,1
5997461,429925,1
3666810,2951316,1
2636044,633183,1
2636044,4982088,1
2636044,1636032,1
5659802,5024519,1
1738825,5970334,1
1738825,1738825,1
6004869,1843389,1
2684279,1618415,1
2684279,5993558,1
282772,548225,1
4329847,3447827,1
648247,648247,1
2571840,4445768,1
2571840,4265352,1
5620642,4955966,1
5620642,2646455,1
6004546,118068,1
4357680,3263387,1
3408609,4633628,1
5904272,5208981,1
5904272,5904272,1
5821998,5821998,1
1443444,1443444,1
5947201,4982088,1
5777615,5982920,1
6004487,1064767,1
5876080,5970634,1
5876080,5989547,1
512485,310726,1
512485,1961178,1
512485,3554065,1
4885376,999553,1
4885376,2191572,1
5741078,118068,1
5741078,706532,1
5741078,2691058,1
4782912,670884,1
3199871,5970634,1
1784289,5925016,1
5443928,817834,1
5443928,4582675,1
5443928,3655486,1
6004184,5883282,1
2301394,4661744,1
2301394,5883282,1
2301394,4248328,1
5374450,892493,1
5374450,5374450,1
4725331,4473405,1
4585859,1636032,1
439722,378822,1
5733318,2547075,1
2749095,2518200,1
5240550,6004366,1
5240550,2253302,1
5240550,5295948,1
789090,660694,1
789090,476543,1
1223744,1223744,1
4430625,5469931,1
1301529,5343870,1
2719375,1741753,1
5864269,3720222,1
5864269,5864269,1
4756836,2130106,1
4756836,5214807,1
5867809,3285730,1
5867809,5885613,1
1905857,1908967,1
5677461,1241793,1
2826899,5989547,1
2826899,2797243,1
2826899,6004250,1
6004137,5235488,1
6004137,5885613,1
5932622,1073631,1
5716932,3294262,1
5716932,4982088,1
3929673,5515525,1
3929673,5173560,1
5823813,1415724,1
4597991,1415724,1
4620557,1043150,1
5716739,89969,1
3673384,1073631,1
3673384,6003424,1
3673384,4354249,1
3673384,5544235,1
926918,1491895,1
926918,1553888,1
1436631,4993010,1
1436631,5989547,1
1436631,5737654,1
3937331,598823,1
4564055,1728704,1
4564055,3294262,1
2759136,2667307,1
2968199,1902010,1
5021540,1728704,1
5982587,583686,1
2304480,583686,1
3782638,4582675,1
3782638,2071628,1
2614077,2614077,1
1289621,5690722,1
5346714,487923,1
5346714,4265352,1
1778465,476,1
1778465,2075537,1
1342772,4802649,1
1342772,583686,1
4647073,4334348,1
5998431,5883282,1
5998431,328193,1
84433,515369,1
84433,476,1
4753132,4470895,1
5558231,5035890,1
5558231,3208258,1
5558231,4582675,1
5558231,2191572,1
5558231,487813,1
2749095,1728704,1
1155507,817834,1
1155507,5138222,1
1155507,1155507,1
5785486,3929673,1
1381537,3554065,1
3858794,2310830,1
5978816,757508,1
2144796,1740715,1
6002705,4796499,1
6002705,4582675,1
6002705,2649661,1
2089016,3435728,1
2089016,5992977,1
4265645,1196954,1
5815846,4754887,1
5815846,2093161,1
3599441,2847024,1
5194337,1768811,1
4329847,5123432,1
4329847,5993558,1
5995643,1403997,1
5170722,2356315,1
5869540,5997448,1
5248300,5984913,1
5248300,821265,1
5248300,1728704,1
5502837,3185459,1
5557184,5595321,1
741156,548225,1
2430656,1135092,1
6003338,5883282,1
2820641,5092988,1
1135092,73744,1
520957,1196954,1
520957,5045091,1
520957,1636032,1
5893464,1196954,1
5893464,4878850,1
5893464,5997448,1
5893464,2191572,1
5821998,5883282,1
2715725,5092988,1
5735505,1444609,1
5735505,1374622,1
2332653,476,1
1504611,4661744,1
3197378,2742525,1
5359233,1196954,1
5359233,5905665,1
5707436,5707436,1
6002802,2310830,1
4569147,3759779,1
4569147,4675055,1
3470601,5989547,1
3470601,3835596,1
4932379,5993870,1
3212796,4754887,1
61831,1163786,1
6002416,5883282,1
6002416,2079789,1
6002416,2040863,1
6002416,571410,1
5505397,5965737,1
6002728,5123432,1
5995634,706532,1
5995634,4198099,1
4827198,1163786,1
5571913,1939584,1
5571913,5123432,1
6002820,5123432,1
6002820,5952868,1
2077972,1160794,1
2077972,1740715,1
1977611,576746,1
3756863,5123432,1
3756863,5092988,1
4065966,2370483,1
1302648,2310830,1
1302648,1302648,1
1552594,1231450,1
1552594,2236714,1
1552594,3328824,1
6002702,961646,1
6002702,3160747,1
5989547,4833853,1
5778185,3698766,1
5889061,1227923,1
3404788,310726,1
3404788,2257664,1
2094921,4472471,1
1963977,4804629,1
1963977,4018240,1
5972034,5659190,1
5972034,5092988,1
5780447,1878781,1
5780447,4395489,1
5780447,4781814,1
5850593,5134408,1
5850593,5376298,1
6002301,5928577,1
3104369,1768811,1
3104369,487813,1
1200670,3720222,1
3160042,3759197,1
3160042,1237572,1
3160042,4197938,1
3160042,3160042,1
5867491,5928577,1
5867491,3284463,1
2806972,1231450,1
2806972,660694,1
3196956,2310830,1
4554544,818827,1
5990089,5851369,1
1161463,2066861,1
1161463,5226391,1
2205377,5757758,1
851149,2270041,1
5412598,42139,1
5412598,4470895,1
5715010,5123432,1
2610429,660694,1
4163136,3647441,1
5936418,5971711,1
4325504,4325504,1
4690135,741747,1
2405755,5815304,1
1859529,2374810,1
1263272,324584,1
4577846,19068,1
4577846,6001963,1
1432503,1432503,1
5955111,5374702,1
5955111,3284463,1
5955111,5624560,1
5955111,2079789,1
2700851,4478454,1
2700851,2700851,1
2870187,5882545,1
5739876,3446440,1
5955668,2396874,1
5955668,687262,1
5594700,5851426,1
5594700,324584,1
5823813,687262,1
5998722,5035890,1
5998722,3347745,1
5535906,5883282,1
5535906,1241793,1
5197725,5567355,1
5942780,2332336,1
5942780,4198099,1
5942780,4537692,1
5942780,3603374,1
5942780,3207903,1
4068020,5292801,1
2119043,4420210,1
2119043,171209,1
2119043,311992,1
2849157,1939584,1
4328535,3876983,1
5638075,3760604,1
5691924,3765203,1
3886840,1147680,1
265431,4478454,1
5980603,2374810,1
5980603,1987614,1
4849478,5992977,1
3886840,3113490,1
3886840,511529,1
3886840,6001553,1
3886840,5212418,1
3886840,3115349,1
6001553,3706016,1
6001553,869105,1
5921418,3179492,1
2784976,5883282,1
1040959,3115349,1
4334318,5883282,1
1893768,6001553,1
1893768,5785847,1
1893768,3115349,1
1893768,4198099,1
6001267,706532,1
4969318,5459839,1
6001753,3179492,1
4438369,5999194,1
1326863,563394,1
263851,1259842,1
263851,1178578,1
5167946,285587,1
4448913,2630732,1
4448913,1511178,1
5311612,2149718,1
4269143,6001553,1
4269143,4269143,1
4269143,3760604,1
5095577,1160794,1
3242141,6001553,1
3242141,5375118,1
547262,817834,1
547262,5883282,1
547262,4478454,1
5782416,5095314,2
1417198,2484696,1
5567982,5567982,1
1793423,5757758,1
5966820,2484696,1
2016099,2471423,1
5553931,817834,1
5553931,5883282,1
5553931,1396650,1
5553931,1043150,1
848556,615924,1
5983938,5160493,1
5983938,2824000,1
3549132,3282945,1
4447680,4486345,1
4447680,4962525,1
4447680,4582545,1
1360693,706532,1
1088327,204610,1
1088327,4833,1
3941043,869105,1
4805133,3536236,1
5516295,6001369,1
4412113,5193468,1
3256143,5678086,1
3256143,5757758,1
3256143,731538,1
5777126,5883282,1
4739628,1545088,1
4594312,5883282,1
5996586,3647441,1
5996586,4939819,1
5996586,3603374,1
4554544,1545088,1
5003932,1171529,1
3959768,5960532,1
3959768,4486345,1
3577696,6001122,1
3577696,3603681,1
4063799,4063799,1
5770009,4486345,1
5770009,3220887,1
5770009,3997528,1
5851768,1172798,1
5851768,5851768,1
5378746,4989845,1
5378746,5022249,1
5378746,2156244,1
5378746,5111498,1
5188344,6001072,1
4494063,5984913,1
4494063,953684,1
5849790,5581377,1
5999912,5883282,1
5999912,1172798,1
5999912,3445322,1
2730064,817834,1
3428873,465345,1
2588339,5138222,1
2588339,2588339,1
2588339,2193439,1
5734006,817834,1
3410328,4198099,1
3410328,5542214,1
4756836,892493,1
2305113,817834,1
2283618,2396874,1
2283618,5686949,1
2283618,1057007,1
2283618,1709234,1
5985215,4593527,1
5985215,794458,1
4974740,5241880,1
2635716,4198099,1
2635716,2635716,1
6001020,817834,1
6001020,1216451,1
6001020,869105,1
5395988,3057401,1
3550879,2834501,1
1870137,2396874,1
5725493,4132627,1
5725493,6000718,1
5725493,5815959,1
5725493,5999216,1
5921418,2094352,1
3259138,5989547,1
3259138,3160747,1
5773338,4248328,1
5792298,2425135,1
1446051,1511178,1
1446051,2834501,1
5967682,881882,1
5967682,2234104,1
5972296,5855039,1
3138501,1866078,1
3138501,1570534,1
713874,5883282,1
410282,881882,1
4645698,2824000,1
4645698,1993125,1
4645698,4805890,1
5840520,2218597,1
5840520,5744939,1
3600424,2234104,1
2963225,6000570,1
5849790,1842959,1
5849790,2218597,1
1819767,5236938,1
1819767,1819767,1
5248385,5744939,1
5248385,2497387,1
5663332,1426065,1
5911436,4346951,1
2674860,1562112,1
2674860,2116262,1
1268258,2705585,1
1268258,5967915,1
2116262,2116262,1
1492648,5960693,1
2302933,4196282,1
6000380,5236938,1
5131146,1058232,1
5131146,5993558,1
5131146,4346951,1
1119677,3969707,1
1357279,1357279,1
5841618,2812842,1
5841618,5841618,1
5874937,4333555,1
6000899,5575536,1
6000899,3180471,1
1362355,217408,1
1362355,2637829,1
3223841,5935618,1
4703789,5189403,1
1932360,2181514,1
1932360,3791853,1
1932360,3524885,1
1932360,5459839,1
4014032,5993558,1
2391859,18771,1
2391859,2391859,2
5567627,4119740,1
5567627,3101532,1
5567627,5567627,1
5949771,5949771,1
4986333,4986333,1
5976946,1136527,1
5874935,2773086,1
5874935,6000006,1
5874935,1369203,1
4832868,1809870,1
6004108,4055982,1
5210560,5210560,1
5997452,2399035,1
5997452,3974539,1
5997452,3292362,1
5997452,5949212,1
5997452,5997452,1
6003711,3097877,1
5512198,5512198,1
1738825,3503250,1
4640740,5822717,1
1034376,1209018,1
2592158,4703663,1
2592158,4639085,1
2169274,5659695,1
3385275,6003619,2
1372832,3187556,1
1372832,1175966,1
6003711,2732184,1
3792634,135105,1
4773062,954442,1
2744242,1792391,1
4334795,1728704,1
5667921,4108060,1
5667921,901048,1
5873321,1123101,1
5672367,2592042,1
1228024,315935,1
1138557,1138557,1
1547174,1026271,1
2259715,5759901,1
4034583,6001963,1
4034583,4763793,1
5783420,5783420,1
880413,3716608,1
4551075,2024780,1
4551075,5567355,1
3421131,1524316,1
3421131,4334348,1
5440343,4670444,1
4869491,1187242,1
4869491,1375596,1
3674416,3224358,1
5902955,1209018,1
5902955,1059101,1
6001628,5524721,1
6001628,3814835,1
6001365,5690396,1
5883089,5954872,1
5883089,5168153,1
5883089,4540183,1
5883089,5968512,1
5883089,1517735,1
5883089,4198099,1
5883089,6001369,1
5860677,1893672,1
4065323,2138752,1
4065323,4613398,1
4065323,5939408,1
4065323,1792391,1
4065323,1842959,1
4065323,5762637,1
5610919,2755131,1
5610919,1228002,1
6000705,415829,1
1738825,1704985,1
1738825,1677272,1
4703789,1057007,1
4703789,4540183,1
38765,2709090,1
2266583,1209018,1
2266583,4540183,1
2266583,5772778,1
5981862,5928577,1
5399555,2067976,1
5399555,1739976,1
3108534,1842959,1
4675047,3846121,1
6003894,237919,1
914425,914425,1
3985071,1733844,1
3985071,5882843,1
1475241,4409113,1
1475241,4628611,1
2869337,1136527,1
4887229,5162255,1
4887229,4887229,1
5967438,6013886,1
3846121,5431005,1
3846121,3846121,1
401025,4860513,1
401025,3989225,1
5190556,5190556,1
2841821,2841821,1
2603130,5968678,1
5884133,3668646,1
5884133,5884133,1
1331971,3906938,1
1331971,5925259,1
1331971,3323989,1
734151,2108972,1
5823609,1203182,1
5584745,5315681,1
5584745,3319687,1
5584745,5163400,1
5584745,5607107,1
808944,4444207,1
4732587,1351469,1
5238181,2221455,1
1544364,3096957,1
1544364,3919009,1
1544364,1544364,1
4214120,552516,1
4214120,4242110,1
5059031,5059031,1
6000476,3790150,1
6000476,2801822,1
6000476,6000476,1
2632242,4035250,1
2632242,557179,1
4897896,4897896,1
4850591,5901637,1
4850591,3863255,1
4850591,5217712,1
4070848,5837113,1
4070848,4016197,1
4070848,1192728,1
4070848,3339429,1
4070848,4695901,1
5907620,1410370,1
3531858,1746118,1
709406,1837367,1
3405865,6047973,1
4878828,5935255,1
5991631,5991631,1
4341121,3455160,1
5819872,3133091,1
1116216,1116216,1
2412816,1770868,1
4438035,4626813,1
4438035,3079776,1
5571200,5266538,1
5571200,192373,1
5571200,5571200,1
3636099,3636099,1
3636099,444398,1
6004387,1974820,1
6004387,6004387,1
6004387,2023697,1
1285094,1441732,1
571156,571156,1
6004717,3484700,1
6004717,115145,1
3708904,2233125,1
2349947,2267723,1
2349947,5207572,1
2349947,1477994,1
2349947,812598,1
2986872,4128945,1
2986872,4446792,1
5821221,4708255,1
3758814,4657385,1
3758814,1992558,1
5312651,1530814,1
5282573,5282573,1
6000808,5871828,1
6000808,2792812,1
6000808,3416804,1
6000808,4856761,1
2016562,2016562,1
2016562,625676,1
5456671,3290339,1
5456671,3430603,1
5456671,2674654,1
3879456,3879456,1
1261316,292947,1
3796409,3757696,1
1286214,1993204,1
3015958,5995677,1
730194,730194,1
5961756,292947,1
5059017,6003081,1
5059017,5010008,1
1589683,1099111,1
1263751,4450098,1
1263751,5637321,1
5576117,5996134,1
5934085,2093842,1
5305801,2717835,1
2470794,1530814,1
2968428,981715,1
2968428,2668527,1
3091944,1752366,1
2854330,2854330,1
3659610,115145,1
3659610,3659610,1
3791661,5148048,1
2375280,5996134,1
5540338,5162255,1
5540338,5934786,1
3879214,5349594,1
5422579,350239,1
3612945,2854632,1
3612945,11654,1
3612945,6011611,1
2639476,6004870,1
5021320,5021320,1
440010,440010,1
648252,1375596,1
648252,648252,1
4693351,4693351,1
1617737,2741273,1
5742923,1249994,1
1850978,1435985,1
996725,1055954,1
996725,996725,1
1036120,2239460,1
2004305,2108972,1
6004278,879035,1
1423203,1631193,1
1423203,571410,1
1423203,3081018,1
1307987,2064171,1
1307987,1307987,1
5779888,5748500,1
4232323,1623130,1
4232323,4436470,1
5733991,1742973,1
3196878,782428,1
3196878,2108972,1
4141513,865316,1
4141513,1587449,1
5256637,4046996,1
5256637,4128945,1
5751847,4419027,1
5751847,828752,1
2684930,2684930,1
2684930,4168607,1
5904472,1073709,1
5904472,4471711,1
3731014,294248,1
1848871,1244574,1
3396396,616225,1
1474613,1474613,1
5989858,3946958,1
5989858,718879,1
4607733,5964039,1
5912361,6002182,1
5912361,3790150,1
4367848,250260,1
4367848,5934786,1
3792636,6001122,1
3792636,3792636,1
1581090,5964039,1
1581090,5695225,1
4390775,2971619,1
2943867,5510086,2
3556657,5093666,1
740175,5696048,1
4799872,3657474,1
4799872,4799872,1
4799872,1911941,1
5966525,2741273,1
5966525,4641966,1
5885028,1869968,1
5992076,2549828,1
5239781,2741273,1
5239781,2946760,1
3763848,3114032,1
6004555,667810,1
5239781,5239781,1
5239781,2371579,1
1002430,3613270,1
5512319,238978,1
5512319,4709831,1
2094116,4641966,1
1304252,2004530,1
1304252,1681123,1
5503145,2741273,1
5503145,807193,1
2247192,2004530,1
2247192,1814268,1
2247192,269454,1
5673746,4860513,1
5241486,579671,1
5241486,3212712,1
5241486,2371579,1
1839307,1839307,1
3457218,115145,1
3583031,2674654,1
4438035,2137104,1
4438035,599346,1
5979325,1631197,1
4204809,3635454,1
5090758,1631193,1
3744110,1085736,1
939803,5884473,1
401025,2004530,1
4897383,4897383,1
5869301,5869301,1
4979865,5991631,1
1974820,1974820,1
6004555,115145,1
640739,2108972,1
5169265,1230268,1
5169265,4984832,1
5169265,355016,1
6004078,1027277,1
6002154,5276890,1
2114018,4186431,1
2114018,2114018,1
5766779,3395198,1
5766779,3717124,1
1145666,2108972,1
4503717,1837367,1
4437465,3339528,1
4437465,4437465,1
1412805,5015207,1
5275653,2741273,1
5679410,4079501,1
6002055,1478187,1
6002055,5124050,1
6002055,1770868,1
6002055,5901637,1
6002055,5908278,1
1232131,4128945,1
1261906,4984832,1
5786112,4856761,1
5992514,2956344,1
5749193,4498224,1
5749193,5749193,1
3695849,115145,1
4462370,2325272,1
4462370,5593663,1
5392703,1435985,1
611750,3708242,1
2551103,3447827,1
2551103,5593663,1
5698949,1911941,1
5998490,4662170,1
5998490,4919237,1
5169265,162699,1
1153703,1153703,1
5132540,1338,1
4224901,2741273,1
6003536,2741273,1
6003536,3430603,1
6003585,2741273,1
4500308,4500308,1
5958451,5047398,1
5958451,5838242,1
1021326,4504191,1
1894684,2367225,1
1299209,4210707,1
3279155,3746306,1
327011,1993204,1
1193920,5935255,1
6003345,332059,1
4596341,252080,1
5958957,3664628,1
5958957,4186431,1
5958957,6003081,1
1734982,4558709,1
387194,4038191,1
2017921,4558709,1
5485070,2137104,1
5485070,1764803,1
3398554,6003081,1
3398554,1764803,1
4443087,718764,1
4443087,5352448,1
4443087,5838242,1
4875712,5210825,1
3770205,5981027,1
471321,3664628,1
471321,1950395,1
1656347,11182,1
3247551,4503373,1
3247551,4848308,1
5604429,3395198,1
835883,4860513,1
1594776,1623130,1
1317865,5250273,1
4749326,5912022,1
4749326,5838242,1
4749326,1101692,1
5840857,5969346,1
1505969,3664628,1
5946228,5176549,1
4331270,115145,1
218725,3130401,1
218725,2852415,1
4568344,3430603,1
5908278,3512346,1
5908278,3289099,1
5908278,5871616,1
5981036,4954322,1
2945922,2945922,1
892404,115145,1
892404,5510086,1
892404,4450098,1
406659,5510086,1
1932241,5510086,2
1932241,5015207,1
6002415,1378549,1
6002415,1868207,1
5921446,4436470,1
5921446,1756721,1
5921446,3430603,1
5921446,3831557,1
1332872,4504191,1
4329916,507313,1
5899385,543539,1
5935216,5511422,1
5935216,4657385,1
1717276,1717276,1
6002572,5964039,1
1937872,1937872,1
1937872,3664628,1
3565879,3565879,1
5810666,3159966,1
5810666,5908278,1
2991628,5726027,1
5204357,5863233,2
5044104,2826147,1
1726441,115145,1
5856774,5907003,1
5856774,5124050,1
3237884,806972,1
3237884,5761585,1
3237884,5124050,1
3004209,5637321,1
5945927,3906938,1
5945927,3430603,1
5945927,2909708,1
5700839,3074302,1
3366156,2738172,1
3074140,115145,1
4862583,3410474,1
440010,1101692,1
5906548,3430603,1
5906548,3717124,1
6002154,3545980,1
6002154,4454119,1
5598890,3430603,1
5598890,4915547,1
4942115,4454119,1
4432545,5779175,1
5165230,3134215,1
5050715,3430603,1
5050715,5985522,1
2932062,2932062,1
2915785,5124050,1
5223026,5093666,1
5223026,5964039,2
5223026,3790150,1
3901746,5964039,1
3901746,4835052,1
3901746,3533289,1
2866395,4504191,1
476909,4231511,1
1919641,1919641,1
4990308,5607107,2
4990308,2376879,1
6001080,3682351,1
6001080,5907003,1
5353323,3790150,1
5353323,2345899,1
5713687,1122807,1
5713687,3162918,1
673822,5107823,1
673822,2137164,1
673822,5993538,1
673822,3007795,1
5176549,3343174,1
4412460,4412460,1
1859489,5411507,1
1423305,4267244,1
5300326,4142842,1
5680767,2219237,1
5680767,3559670,1
5757065,5877879,1
5757065,5798153,1
5757065,5914904,1
2016436,1096567,1
3962756,760423,1
6001647,5992411,1
6001647,760423,1
5353539,2936153,1
5353539,5607107,1
5353539,507313,1
5353539,5993538,1
5353539,4782930,1
3694292,1101692,1
2790921,4873932,1
5539285,5539285,1
3279023,469983,1
4119746,4703064,1
6001721,3756408,1
3816668,5862903,1
1864833,806972,1
1864833,5268815,1
1864833,5993538,1
2970351,2970351,1
5762284,5907003,1
2244675,2854632,1
4653186,6001699,1
5281914,5492131,1
1870641,5993493,1
1870641,1870641,1
5886235,3512346,1
3159966,4644021,1
3159966,3834478,1
3863255,2273794,1
3863255,966550,1
5165230,1176037,1
2734963,1121249,1
4813835,2953413,1
5368669,3668646,1
5368669,4436470,1
2269164,5925259,1
2269164,5964039,1
5220060,3724982,1
5220060,1187242,1
1634451,5964039,1
1634451,1634451,1
4965204,2308683,1
5370532,2401355,1
507913,188331,1
4845248,5901637,1
5986521,1715829,1
838432,3756408,1
838432,1364347,1
868364,3668646,1
4124642,5901637,1
5466222,1510071,1
5466222,811071,1
521097,5466049,1
5618904,1764803,1
5618904,5901637,1
5618904,5618904,1
3286489,1953538,1
2675040,3710865,1
6000909,4662170,1
6000909,4436470,1
6000909,5717927,1
3960628,3975838,1
3732102,3732102,1
377349,4644021,1
377349,5993493,1
377349,760423,1
5901848,3668646,1
5033492,4055437,1
3145613,3756408,1
5783563,4494555,1
5783563,4436470,1
5783563,879035,1
5783563,4644853,1
5783563,5891747,1
5783563,3027124,1
5783563,5210989,1
944919,3027124,1
5204357,2826147,1
5204357,5964039,1
3250282,3863255,1
5999033,2826147,1
1828637,1320616,1
1828637,3027124,1
1828637,5945193,1
5433935,1364347,1
6000824,5746538,1
5102788,3673952,1
5102788,5423536,1
5539285,1066839,1
3882878,2952138,1
3882878,2911870,1
5223026,5877879,1
3945848,2503185,1
3945848,879035,1
3945848,5037569,1
5978239,2522439,1
5733579,3973420,1
1236581,5964039,1
3068659,3514144,1
1687766,5844454,1
1687766,2631328,1
5937828,6203721,1
5165230,4002895,1
3750462,5995148,1
6003717,1073148,1
3412846,85461,1
6000506,3447827,1
1452257,2593536,1
5120421,3423025,1
5713532,2446478,1
5539846,1405065,1
5539846,235698,1
3116122,2338522,1
5085921,5964039,1
2428794,851839,1
75103,1587329,1
1610719,1610719,1
407108,407108,1
1610325,602940,1
1610325,4989676,1
1610325,5877653,1
2359624,208880,1
2359624,5860076,1
3187556,3187556,1
6002732,4861069,1
5914541,6002509,1
5914541,3241027,1
6002475,5910968,1
6002475,5828883,1
4574734,4366315,1
5765719,3302542,1
5393381,4882032,1
5393381,61915,1
4180674,5907783,1
4180674,2419215,1
3325430,3325430,1
5934174,5934174,1
570313,2908,1
5528308,5014218,1
5528308,5528308,1
5811613,1175029,1
5811613,5811613,1
5993616,5993616,1
6004845,612258,1
6002292,6002292,1
1084416,118903,1
5202312,24587,1
5983652,1502891,1
5983652,681870,1
6004613,364696,1
4777509,238639,1
5794596,5019169,1
6004446,3124746,1
6004446,6004446,1
5730859,3335268,1
5730859,787842,1
6001032,3480116,1
6001032,5964533,1
6001032,5997705,1
6001032,6001032,1
5573942,5393381,1
2643386,3824723,1
5322959,1338161,1
5727540,3945375,1
5727540,3124746,1
5727540,3810234,1
1783439,364696,1
4050456,6016429,1
4756798,5936628,1
69349,1010861,1
3910195,100297,1
3910195,5962750,1
3910195,309111,1
3910195,5550138,1
3910195,5044921,1
3910195,208457,1
3910195,2141635,1
5802282,416467,1
5802282,4299237,1
5802282,2247550,1
5061557,5496634,1
5061557,428862,1
5903667,6004014,1
1000282,1267329,1
1000282,1953800,1
1000282,364696,1
5431734,2386690,1
5431734,4199439,1
5431734,812786,1
5431734,1547004,1
2372589,2372589,1
2509085,1559401,1
2509085,1547004,1
2509085,984421,1
5992075,4310736,1
5992075,2411802,1
2635175,4541548,1
4292246,325565,1
4228942,165216,1
4228942,40076,1
4228942,216356,1
6003627,1422451,1
5675024,3227447,1
5675024,3917730,1
5675024,4279,1
4370969,190597,1
1428034,1428034,1
6002053,948550,1
6002053,5741205,1
5607231,2033000,1
5607231,5607231,1
3265927,2805033,1
1097690,1512326,1
5113085,1306799,1
5113085,2681088,1
1363960,977038,1
1363960,3297613,1
1363960,1363960,1
4417806,2356315,1
4417806,5422525,1
4417806,1231450,1
4417806,4244780,1
6002135,5348077,1
188414,3504835,1
4659109,1945902,1
2757398,3623499,2
5998892,4831822,1
1775231,3583500,1
3604473,844416,1
3604473,2994596,1
5986925,4929646,1
5732362,2572383,1
4299720,5014218,1
4299720,1662174,1
5479963,5479963,1
1903064,5253721,1
3342430,1953283,1
1650012,254346,1
3393746,771848,1
4109616,364696,1
4109616,5802002,1
5932040,5932040,1
5904044,4838189,1
3062625,5910812,1
5471507,5810411,1
4092093,342553,1
3628905,3620003,1
3628905,706532,1
3628905,5741681,1
5530865,16363,1
5702489,5702489,1
4393898,157726,1
5551722,6004486,1
2418529,1735729,1
883958,883958,1
674301,1502891,1
674301,674301,1
2263652,771066,1
3337819,5311230,1
3337819,3337819,1
203968,1560062,1
789253,6003081,1
789253,789253,1
5421745,10238,1
5977093,1559401,1
4898040,1523776,1
4898040,403043,1
3133364,1623026,1
3133364,3133364,1
570826,2011147,1
704972,1554386,1
5201562,5201562,1
2239318,621690,1
4139412,3169961,1
4139412,157726,1
4139412,5741205,1
5586573,1422451,1
5586573,5828883,1
